id_num,name,year,author,tasks,topics,keywords,types,annotations,size,num_cat,description,url,thumbnail,paper,citations,conferences,institutions,
141,The UNBC-McMaster Shoulder Pain Expression Archive Database,2011,"Patrick Lucey, Jeffrey F. Cohn, Kenneth M. Prkachin, Patricia E. Solomon and Iain Matthews",recognition,affect/expression,pain,video;video frames,landmark annotations;valence/intensity annotations,48398 ,,"Automatic pain detection dataset. To facilitate this work, researchers at McMaster University and University of Northern British Columbia captured video of participant's faces (who were suffering from shoulder pain) while they were performing a series of active and passive range-of-motion tests to their affected and unaffected limbs on two separate occasions. Each frame of this data was AU coded by certified FACS coders, and self-report and observer measures at the sequence level were taken as well.",http://www.pitt.edu/~emotion/um-spread.htm,,Painful data: The UNBC-McMaster Shoulder Pain Expression Archive Database,"Lucy, P., Cohn, J. F., Prkachin, K. M., Solomon, P., & Matthrews, I. (2011). Painful data: The UNBC-McMaster Shoulder Pain Expression Archive Database. IEEE International Conference on Automatic Face and Gesture Recognition (FG2011).",FG,"Carnegie Mellon University;University
of Northern British Columbia;McMaster University",
142,RGB-D Person Re-identification Dataset,2012,"B. I. Barbosa, M. Cristani, A. Del Bue, L. Bazzani, and V. Murino.",identification,person,,images;skeleton images;3D mesh,masks;depth positions;identification annotations,395,,"This dataset aims at promoting the RGB-D re-identification research using depth information. The proposed dataset is composed by four different groups of data collected using the Kinect. The first group of data has been obtained by recording 79 people with a frontal view, walking slowly, avoiding occlusions and with stretched arms (""Collaborative""). ",https://www.iit.it/research/lines/pattern-analysis-and-computer-vision/pavis-datasets/534-rgb-d-person-re-identification-dataset,https://www.iit.it/images/pavis/dataset/rgbd_reid_large.png,Re-identification with RGB-D sensors},"Barbosa, I. B., Cristani, M., Del Bue, A., Bazzani, L., & Murino, V. (2012, October). Re-identification with rgb-d sensors. In European Conference on Computer Vision (pp. 433-442). Springer, Berlin, Heidelberg.",EECV,Istituto Italiano di Tecnologia;University of Verona;Universit´e de Bourgogne,
143,UB KinFace Database,2011,"Ming Shao, Siyu Xia and Yun Fu",recognition,faces,kinship,images,landmark annotations,600,,"UB KinFace database is used to develop, test, and evaluate kinship verification and recognition algorithms. It comprises 600 images of 400 people which can be separated into 200 groups. Each group is composed of child, young parent and old parent images. Most of images in the database are real-world collections of public figures (celebrities and politicians) from Internet. ",http://www1.ece.neu.edu/~yunfu/research/Kinface/Kinface.htm,http://www1.ece.neu.edu/~yunfu/research/Kinface/Kinface_files/image002.jpg,Genealogical Face Recognition based on UB KinFace Database,"Ming Shao, Siyu Xia and Yun Fu, “Genealogical Face Recognition based on UB KinFace Database,” IEEE CVPR Workshop on Biometrics (BIOM), 2011.;Siyu Xia, Ming Shao and Yun Fu, “Kinship Verification through Transfer Learning,” International Joint Conferences on Artificial Intelligence (IJCAI), pp. 2539-2544, 2011.;Siyu Xia, Ming Shao, Jiebo Luo, and Yun Fu, “Understanding Kin Relationships in a Photo”, IEEE Transactions on Multimedia (T-MM), Volume: 14, Issue: 4, Page(s): 1046-1056, 2012.",CVPR;IJCAI,Northeastern University,
144,UPNA Head Pose Database,2016,"Mikel Ariz, José J. Bengoechea, Arantxa Villanueva, Rafael Cabeza",pose estimation;tracking,person,head,video,landmark annotations;joint positions/pose annotations,120,,"We have created a public database of videos for head tracking and pose estimation. The database consists of a set of 120 videos acquired with a standard webcam, corresponding to 10 different subjects (6 males and 4 females) and 12 videos each. ",http://gi4e.unavarra.es/databases/hpdb/,http://gi4e.unavarra.es/hpdb/imgs/sample_2.png,A novel 2D/3D database with automatic face annotation for head tracking and pose estimation,"Ariz, M., Bengoechea, J. J., Villanueva, A., & Cabeza, R. (2016). A novel 2d/3d database with automatic face annotation for head tracking and pose estimation. Computer Vision and Image Understanding, 148, 201-210.",,Public University of Navarra,
145,UPNA Synthetic Head Pose Database ,2017,"Andoni Larumbe, Mikel Ariz, José J. Bengoechea, Rubén Segura, Rafael Cabeza, Arantxa Villanueva",pose estimation;tracking,person,head,synthetic video,landmark annotations;joint positions/pose annotations,120,,"We have created a public database of videos for head tracking and pose estimation. The database is a synthetic replica of the UPNA Head Pose Database. Twelve videos per user have been thus generated, which include 6 guided-movement sequences and 6 freemovement sequences. ",http://gi4e.unavarra.es/databases/shpdb/,http://gi4e.unavarra.es/shpdb/imgs/sample_2_synthetic.png,Improved strategies for HPE employing learning-by-synthesis approaches,"Larumbe, A., Ariz, M., Bengoechea, J. J., Segura, R., Cabeza, R., & Villanueva, A. (2017). Improved Strategies for HPE Employing Learning-By-Synthesis Approaches. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 1545-1554).",ICCV,Public University of Navarra,
146,FDDB: Face Detection Data Set and Benchmark,2009,"Gary B. Huang, Manu Ramesh, Tamara Berg, and Erik Learned-Miller",recognition,faces,,images,identity annotations,13000,,"Labeled Faces in the Wild is a database of face photographs designed for studying the problem of unconstrained face recognition. The data set contains more than 13,000 images of faces collected from the web. Each face has been labeled with the name of the person pictured.",http://vis-www.cs.umass.edu/lfw/,,Labeled Faces in the Wild: A Database for Studying Face Recognition in Unconstrained Environments.,"Huang, G. B., Ramesh, M., Berg, T., & Learned-Miller, E. (2007). Labeled faces in the wild: A database for studying face recognition in unconstrained environments (Vol. 1, No. 2, p. 3). Technical Report 07-49, University of Massachusetts, Amherst;Huang, G. B., & Learned-Miller, E. (2014). Labeled faces in the wild: Updates and new reporting procedures. Dept. Comput. Sci., Univ. Massachusetts Amherst, Amherst, MA, USA, Tech. Rep, 14-003.",ICCV,"University of Massachusetts, Amherst",
147,UTIRIS,2010,"Mahdi S. Hosseini, Babak N. Araabi and Hamid Soltanian-Zadeh",recognition;identification,eyes,,images,identity annotations,1540,,University of Tehran IRIS (UTIRIS) image repository is the first iris biometric databank registered in two distinct sessions of Visible Wavelength (VW) and Near InfraRed (NIR) imaging during 24-27th of June 2007. The database is constructed with 1540 images from 79 individuals from both right and left eyes demonstrated in 158 classes in total. The,https://utiris.wordpress.com/,,”Pigment Melanin: Pattern for Iris Recognition,"Hosseini, M. S., Araabi, B. N., & Soltanian-Zadeh, H. (2010). Pigment melanin: Pattern for iris recognition. IEEE Transactions on Instrumentation and Measurement, 59(4), 792-804.",,University of Tehran,
148,VIPSL Database ,2012,"Xinbo Gao, Nannan Wang, Dacheng Tao, and Xuelong Li",recognition;synthesis/generation,faces,sketches;retrieval,images,n/a,200,,"VIPSL Database is for research on face sketch-photo synthesis and recognition. It includes 200 persons from the FERET database, the FRAV2D database, and the Indian Face Database. For each face, there are five sketches drawn by five different artists based on the same photo taken in frontal pose, under normal lighting conditions, and with neutral expression.",http://www.ihitworld.com/index.php/vipsl-database,http://www.ihitworld.com/index.php/vipsl-database,Face Sketch-Photo Synthesis and Retrieval Using Sparse Representation,"Xinbo Gao, Nannan Wang, Dacheng Tao, and Xuelong Li. Face Sketch-Photo Synthesis and Retrieval Using Sparse Representation. IEEE Transactions on Circuits and Systems for Video Technology, vol. 22, no. 8, pp. 1213-1226, 2012.;Chunlei Peng, Nannan Wang, Xinbo Gao, and Jie Li. Face Recognition from Multiple Stylistic Sketches: Scenarios, Datasets, and Evaluation. European Conference on Computer Vision workshop on Visual Analysis of Sketches, 2016.",ECCV,Xidian University,
149,VT-KFER,2015,"Sherin Aly, Andrea Trubanova, Lynn Abbott, Susan White, and Amira Youssef",recognition,affect/expression,,3D video;video frames;images;depth images,category labels;valence/intensity annotations;landmark annotations;depth positions,1988,7,"VT-KFER includes both scripted and unscripted
expressions for 32 subjects. The scripted portion of the
dataset is composed of 1,956 sequences of RGB images
and depth maps for the six facial expressions in 3 poses,
frontal, right, and left. Our unscripted dataset includes 32 sequences, one for
each subject, that includes the subjects’ facial expressions
during a session of displaying the 53 IAPS pictures to them.",http://sufficiency.ece.vt.edu/VT-KFER/,http://sufficiency.ece.vt.edu/VT-KFER/Picture1.png,VT-KFER: A Kinect-based RGBD+Time Dataset for Spontaneous and Non-Spontaneous Facial Expression Recognition,"Aly, S., Trubanova, A., Abbott, L., White, S., & Youssef, A. (2015, May). VT-KFER: A Kinect-based RGBD+ time dataset for spontaneous and non-spontaneous facial expression recognition. In Biometrics (ICB), 2015 International Conference on (pp. 90-97). IEEE.",ICB,Virginia Tech;City of Scientific Research and Technological Applications;Alexandria University,
150,Facial Expression Research Group Database (FERG-DB) ,2016,"Aneja, Deepali and Colburn, Alex and Faigin, Gary and Shapiro, Linda and Mones, Barbara",recognition,affect/expression,,synthetic images,category labels,55767,7,Facial Expression Research Group Database (FERG-DB) is a database of stylized characters with annotated facial expressions. The database contains 55767 annotated face images of six stylized characters. The characters were modeled using the MAYA software and rendered out in 2D to create the images. ,http://grail.cs.washington.edu/projects/deepexpr/ferg-db.html,http://grail.cs.washington.edu/projects/deepexpr/sampleimages.jpg,Modeling Stylized Character Expressions via Deep Learning,"Aneja, D., Colburn, A., Faigin, G., Shapiro, L., & Mones, B. (2016, November). Modeling stylized character expressions via deep learning. In Asian Conference on Computer Vision(pp. 136-153). Springer, Cham.",ACCV,University of Washington;Zillow Group;Gage Academy of Art,
151,WIDER FACE: A Face Detection Benchmark ,2016,"Yang, Shuo and Luo, Ping and Loy, Chen Change and Tang, Xiaoou",detection,faces,,images,bounding boxes,32203,,"WIDER FACE dataset is a face detection benchmark dataset, of which images are selected from the publicly available WIDER dataset. We choose 32,203 images and label 393,703 faces with a high degree of variability in scale, pose and occlusion as depicted in the sample images. WIDER FACE dataset is organized based on 61 event classes. For each event class, we randomly select 40%/10%/50% data as training, validation and testing sets. ",http://mmlab.ie.cuhk.edu.hk/projects/WIDERFace/,http://mmlab.ie.cuhk.edu.hk/projects/WIDERFace/support/intro.jpg,WIDER FACE: A Face Detection Benchmark,"Yang, S., Luo, P., Loy, C. C., & Tang, X. (2016). Wider face: A face detection benchmark. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 5525-5533).",CVPR,The Chinese University of Hong Kong;Shenzhen Institutes of Advanced Technology,
152,YouTube Faces DB ,2011,"Lior Wolf, Tal Hassner and Itay Maoz",recognition,faces,,video,identity annotations,3425,,"YouTube Faces Database is a database of face videos designed for studying the problem of unconstrained face recognition in videos.
The data set contains 3,425 videos of 1,595 different people. All the videos were downloaded from YouTube. An average of 2.15 videos are available for each subject. The shortest clip duration is 48 frames, the longest clip is 6,070 frames, and the average length of a video clip is 181.3 frames. ",http://www.cs.tau.ac.il/~wolf/ytfaces/,http://www.cs.tau.ac.il/~wolf/ytfaces/logo.jpg,Face Recognition in Unconstrained Videos with Matched Background Similarity.,"Wolf, L., Hassner, T., & Maoz, I. (2011, June). Face recognition in unconstrained videos with matched background similarity. In Computer Vision and Pattern Recognition (CVPR), 2011 IEEE Conference on (pp. 529-534). IEEE.",CVPR,Tel-Aviv University;The Open University of Israel,
153,RENOIR,2014,"J. Anaya, A. Barbu",denoising/noise estimation,,,images,n/a,300,,A Dataset for Real Low-Light Image Noise Reduction,http://ani.stat.fsu.edu/~abarbu/Renoir.html,,A Dataset for Real Low-Light Image Noise Reduction,"Anaya, J., & Barbu, A. (2014). RENOIR-A Dataset for Real Low-Light Image Noise Reduction. arXiv preprint arXiv:1409.8230.",,Florida State University,
154,VGDB-2016,2016,Guilherme Folego and Otavio Gomes and Anderson Rocha,classification,object,painting,images,category labels,,,A dataset for identifying Van Gogh's paintings.,https://figshare.com/articles/From_Impressionism_to_Expressionism_Automatically_Identifying_Van_Gogh_s_Paintings/3370627,,From Impressionism to Expressionism: Automatically Identifying Van Gogh's Paintings,"Folego, G., Gomes, O., & Rocha, A. (2016, September). From impressionism to expressionism: Automatically identifying van Gogh's paintings. In Image Processing (ICIP), 2016 IEEE International Conference on (pp. 141-145). IEEE.",ICIAP,University of Campinas,
155,Archive of Many Outdoor Scenes (AMOS) ,2007,"Nathan Jacobs, Nathaniel Roman, Robert Pless",camera analysis,scenes,outdoor,images,geolocation labels,1128087180,,"The Archive of Many Outdoor Scenes (AMOS) dataset contains 1,128,087,180 images taken from 29945 webcams located around the world, the vast majority in the United States. Construction of AMOS began in March, 2006 and continues to this day.",http://amos.cse.wustl.edu/dataset,,Consistent Temporal Variations in Many Outdoor Scenes,"Nathan Jacobs, Nathaniel Roman, Robert Pless, ""Consistent Temporal Variations in Many Outdoor Scenes"", In IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2007.;Nathan Jacobs, Scott Satkin, Nathaniel Roman, Richard Speyer, Robert Pless, ""Geolocating Static Cameras"", In IEEE International Conference on Computer Vision (ICCV), 2007.;Nathan Jacobs, Nathaniel Roman, Robert Pless, ""Toward Fully Automatic Geo-Location and Geo-Orientation of Static Outdoor Cameras"", In IEEE Workshop on Applications of Computer Vision (WACV), 2008.;Nathan Jacobs, Robert Pless, ""Calibrating and Using the Global Network of Outdoor Webcams"", In ACM/IEEE International Conference on Distributed Smart Cameras (ICDSC), 2009.;Nathan Jacobs, Richard Souvenir, Robert Pless, ""The Global Webcam Imaging Network"", In Applied Imagery Pattern Recognition Workshop (AIPR), 2009.;Nathan Jacobs, Walker Burgin, Richard Speyer, David Ross, Robert Pless, ""Adventures in Archiving and Using Three Years of Webcam Images"", In IEEE CVPR Workshop on Internet Vision, 2009.;Nathan Jacobs, Walker Burgin, Nick Fridrich, Austin Abrams, Kylia Miskell, Bobby H. Braswell, Andrew D. Richardson, Robert Pless, ""The Global Network of Outdoor Webcams: Properties and Applications"", In ACM International Conference on Advances in Geographic Information Systems (SIGSPATIAL GIS), 2009.;Austin Abrams, Nick Fridrich, Nathan Jacobs, Robert Pless, ""Participatory Integration of Live Webcams into GIS"", In International Conference on Computing for Geospatial Research and Applications (COM.GEO), 2010.;Austin Abrams, Emily Feder, Robert Pless. ""Exploratory Analysis of Time-Lapse Imagery with Fast Subset PCA"", in IEEE Workshop on Applications of Computer Vision (WACV) 2011.;Nathan Jacobs, Kylia Miskell, Robert Pless. ""Webcam Geo-localization using Aggregate Light Levels"", in IEEE Workshop on Applications of Computer Vision (WACV) 2011.;Austin Abrams, Robert Pless. ""Web-Accessible Geographic Integration and Calibration of Webcams"", in ACM Transactions on Multimedia Computing, Communication, and Applications 9(1); 8, 2013.;Austin Abrams, Christopher Hawley, Robert Pless. ""Heliometric Stereo: Shape from Sun Position"", in European Conference on Computer Vision (ECCV), 2012.;Austin Abrams, Kylia Miskell, Robert Pless. ""The Episolar Constraint: Monocular Shape from Shadow Correspondence"", in IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2013.;Calvin Murdock, Nathan Jacobs, Robert Pless. ""Webcam2Satellite: Estimating Cloud Maps from Webcam Imagery"", in IEEE Workshop on Applications of Computer Vision (WACV) 2013.",WACV;CVPR;ECCV;COM.GEO;GIS;AIPR;ICDSC;ICCV,Facebook;Washington University in St. Louis,
156,AutoDA (Automatic Dataset Augmentation),2017,"Yalong Bai, Kuiyuan Yang, Wei-Ying Ma, Tiejun Zhao",classification;recognition;description/captioning,object;images,,images,category labels;textual descriptions,12500000,1000,"AutoDA is constructed to augment existing dataset ILSVRC-2012. The AutoDA dataset contains 12.5 million images crawled from Web without URL or domain restriction. Since AutoDA is built to augment ILSVRC-2012, both datasets share the same 1000 categories.",https://auto-da.github.io/,,Automatic Dataset Augmentation,"Bai, Y., Yang, K., Ma, W. Y., & Zhao, T. (2017). Automatic Dataset Augmentation. arXiv preprint arXiv:1708.08201.",,Harbin Institute of Technology;DeepMotion;Bytedance,
157,Hyperspectral Database,2016,Boaz Arad;Ohad Ben-Shahar,imaging/image processing,images,hyperspectral imaging,images,category labels,201,,"Database of hyperspectral natural images acquired using a Specim PS Kappa DX4 hyperspectral camera and a rotary stage for spatial scanning. At this time 201 images were captured from a variety of urban (residential/commercial), suburban, rural, indoor and plant-life scenes but the database is designed to grow progressively. All images are 1392  × 1300 in spatial resolution and 519 spectral bands (400–1,000 nm at roughly 1.25 nm increments).",http://icvl.cs.bgu.ac.il/hyperspectral/,http://icvl.cs.bgu.ac.il/wp-content/uploads/2016/08/4cam_0411-1640-1-200x215.jpg,Sparse Recovery of Hyperspectral Signal from Natural RGB Images,"Arad, B., & Ben-Shahar, O. (2016, October). Sparse recovery of hyperspectral signal from natural RGB images. In European Conference on Computer Vision (pp. 19-34). Springer, Cham.",ECCV,Ben-Gurion University of the Negev,
158,CMP Facade Database,2013,Radim Tyle?cek and Radim S´ara,segmentation,city,,images,pixel-wise segmentation,606,12,"We present a dataset of facade images assembled at the Center for Machine Perception, which includes 606 rectified images of facades from various sources, which have been manually annotated. The facades are from different cities around the world and diverse architectural styles. ",http://cmp.felk.cvut.cz/~tylecr1/facade/,http://cmp.felk.cvut.cz/~tylecr1/facade/anot.png,Spatial Pattern Templates for Recognition of Objects with Regular Structure,"Tyle?ek, R., & Šára, R. (2013, September). Spatial pattern templates for recognition of objects with regular structure. In German Conference on Pattern Recognition (pp. 364-374). Springer, Berlin, Heidelberg.",GCPR,Czech Technical University in Prague,
159,Caltech-UCSD Birds-200-2011,2011,"Wah, C. and Branson, S. and Welinder, P. and Perona, P. and Belongie, S.",detection;localization;recognition,animal,bird,images,bounding boxes;localization line/shape coordinates;attribute annotations,11788,200,"CUB-200-2011 is an extended version of CUB-200, a challenging dataset of 200 bird species. The extended version roughly doubles the number of images per category and adds new part localization annotations. All images are annotated with bounding boxes, part locations, and attribute labels. Images and annotations were filtered by multiple users of Mechanical Turk",http://www.vision.caltech.edu/visipedia/CUB-200-2011.html,http://www.vision.caltech.edu/visipedia/collage.jpg,The Caltech-UCSD Birds-200-2011 Dataset,"Wah C., Branson S., Welinder P., Perona P., Belongie S. “The Caltech-UCSD Birds-200-2011 Dataset.” Computation & Neural Systems Technical Report, CNS-TR-2011-001.",,,"University of California, San Diego;California Institute of Technology"
160,DAQUAR - DAtaset for QUestion Answering on Real-world images,2014,"Malinowski, Mateusz and Fritz, Mario",recognition;description/captioning;segmentation,scenes,real-world;question-answer,images,textual descriptions;pixel-wise segmentation,1449,894," DAQUAR is a dataset of human question answer pairs about images, which manifests our vision on a Visual Turing Test.",https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/research/vision-and-language/visual-turing-challenge/,https://www.mpi-inf.mpg.de/fileadmin/_processed_/b/1/csm_challenges_05a651d68d.png,A Multi-World Approach to Question Answering about Real-World Scenes based on Uncertain Input,"Malinowski, M., & Fritz, M. (2014). A multi-world approach to question answering about real-world scenes based on uncertain input. In Advances in neural information processing systems (pp. 1682-1690).",,Max Planck Institute for Informatics,
161,Video Face Recognition,2013,"Enrique G. Ortiz, Alan Wright, and Mubarak Shah",recognition,faces,movie,video frames;images,identity annotations,3585,,"We built our Movie Trailer Face Dataset using 113 movie trailers from YouTube of the 2010 release year that con tained celebrities present in our supplemented PublicFig+10 dataset. These videos were then processed to generate face tracks. The resulting dataset contains 3,585 face tracks, 63% consisting of unknown identities (not present in PubFig+10) and 37% 514 known.",http://enriquegortiz.com/wordpress/enriquegortiz/research/face-recognition/video-face-recognition/,http://enriquegortiz.com/wordpress/enriquegortiz/files/2013/02/trailers-1024x477.jpg,Face Recognition in Movie Trailers via Mean Sequence Sparse Representation-based Classification,"E.G. Ortiz, A. Wright, and M. Shah. ""Face Recognition in Movie Trailers via Mean Sequence Spare Representation-based Classification"". IEEE Conference on Computer Vision and Pattern Recognition (CVPR), 2013.",CVPR,University of Central Florida,
162,DSLR Photo Enhancement Dataset (DPED),2017,"Andrey Ignatov, Nikolay Kobyshev, Radu Timofte, Kenneth Vanhoey and Luc Van Gool",imaging/image processing,images,photo enhancement,images,n/a,22000,,"To tackle the general photo enhancement problem by mapping low-quality phone photos into photos captured by a professional DSLR camera, we introduce a large-scale DPED dataset that consists of photos taken synchronously in the wild by three smartphones and one DSLR camera. In total, over 22K photos were collected during 3 weeks, including 4549 photos from Sony smartphone, 5727 from iPhone and 6015 photos from BlackBerry; for each smartphone photo there is a corresponding photo from the Canon DSLR. The photos were taken during the daytime in a wide variety of places and in various illumination and weather conditions. The images were captured in automatic mode, we used default settings for all cameras throughout the whole collection procedure.",http://people.ee.ethz.ch/~ihnatova/,http://people.ee.ethz.ch/~ihnatova/assets/img/dped_quadro.png,DSLR-Quality Photos on Mobile Devices with Deep Convolutional Networks,"Ignatov, A., Kobyshev, N., Vanhoey, K., Timofte, R., & Van Gool, L. (2017, April). DSLR-quality photos on mobile devices with deep convolutional networks. In the IEEE Int. Conf. on Computer Vision (ICCV).",ICCV,ETH Zurich;ESAT - PSI,
163,Multispectral Imaging (MSI) datasets,2017,"Athanasios Zacharopoulos, Kostas Hatzigiannakis, Polykarpos Karamaoynas, Vassilis M. Papadakis, Michalis Andrianakis, Kristalia Melessanaki, Xenophon Zabulis",imaging/image processing,images,,images,landmark annotations,,,"Multispectral Imaging (MSI) datasets acquired using IRIS II which is a lightweight portable system comprising of a high resolution camera, a novel filter wheel able to interchange 23 filter positions and fast electronics and upon the same subject and viewing conditions. ",http://www.ics.forth.gr/cvrl/msi/,http://www.ics.forth.gr/cvrl/msi/figure01.png,A method for the registration of spectral images of paintings and its evaluation,"Zacharopoulos, A., Hatzigiannakis, K., Karamaoynas, P., Papadakis, V. M., Andrianakis, M., Melessanaki, K., & Zabulis, X. (2017). A method for the registration of spectral images of paintings and its evaluation. Journal of Cultural Heritage.",,Foundation for Research and Technology-Hellas;Delft University of Technology (Aerondt),
164,General 100 Dataset ,2016,"Chao Dong, Chen Change Loy, Xiaoou Tang",imaging/image processing,images,super-resolution,images,n/a,100,,"The General-100 dataset contains 100 bmp-format images (with no compression). The size of the newly introduced 100 images ranges from 710 × 704 (large) to 131 × 112 (small). They are all of good quality with clear edges but fewer smooth regions (e.g., sky and ocean), thus are very suitable for the SR training.",http://mmlab.ie.cuhk.edu.hk/projects/FSRCNN.html,,"Accelerating the Super-Resolution Convolutional Neural Network, in Proceedings of European Conference on Computer Vision ","Dong, C., Loy, C. C., & Tang, X. (2016, October). Accelerating the super-resolution convolutional neural network. In European Conference on Computer Vision (pp. 391-407). Springer, Cham.",ECCV,The Chinese University of Hong Kong,
165,Blur Dataset,2017,"Seungjun Nah, Tae Hyun Kim, Kyoung Mu Lee",imaging/image processing,,deblurring,images,n/a,3214,,Dataset of realistic blurry and sharp image pairs using a high-speed camera,https://github.com/SeungjunNah/DeepDeblur_release,https://github.com/SeungjunNah/DeepDeblur_release/raw/master/images/Istanbul_blur1.png,Deep Multi-Scale Convolutional Neural Network for Dynamic Scene Deblurring,"Nah, S., Kim, T. H., & Lee, K. M. (2017, July). Deep multi-scale convolutional neural network for dynamic scene deblurring. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (CVPR) (Vol. 2, No. 3).",CVPR,Seoul National University,
166,HPatches,2017,Vassileios Balntas and Karel Lenc and Andrea Vedaldi and Krystian Mikolajczyk,authentication/matching;recognition,images,,images,identity annotations;transformation/projection annotations,51,,Large-scale dataset of image sequences annotated with homographies. This is used to generate a patch-based benchmark suite for evaluating local image descriptors.,https://hpatches.github.io/,https://hpatches.github.io/assets/montage.png,HPatches: A benchmark and evaluation of handcrafted and learned local descriptors,"Balntas, V., Lenc, K., Vedaldi, A., & Mikolajczyk, K. (2017, April). HPatches: A benchmark and evaluation of handcrafted and learned local descriptors. In Conference on Computer Vision and Pattern Recognition (CVPR) (Vol. 4, No. 5, p. 6).",CVPR,Imperial College London;University of Oxford,
167,Hyperspectral images for spatial distributions of local illumination in natural scenes ,2015," D. H. Foster, S. M. C. Nascimento, and K. Amano",imaging/image processing,images,hyperspectral imaging,images,n/a,30,,"This set of hyperspectral radiance images has been taken from a study of scenes by Nascimento, Amano & Foster (2016). The set consists of 30 hyperspectral radiance images of natural scenes in which small neutral probe spheres were embedded to provide estimates of local illumination spectra. The 30 natural scenes are from the Minho region of Portugal and were acquired during late spring and summer of 2002 and 2003. The sky in most of the scenes was clear but in five it was overcast with cloud.",http://personalpages.manchester.ac.uk/staff/d.h.foster/Local_Illumination_HSIs/Local_Illumination_HSIs_2015.html,http://personalpages.manchester.ac.uk/staff/d.h.foster/Local_Illumination_HSIs/thumbnail_jpegs/Bom_Jesus_Red_flower.jpg,Spatial distributions of local illumination color in natural scenes,"Nascimento, S. M., Amano, K., & Foster, D. H. (2016). Spatial distributions of local illumination color in natural scenes. Vision research, 120, 39-44.",,University of Minho;University of Manchester,
168,ImageNet Large Scale Visual Recognition Challenges,2010,"Olga Russakovsky, Jia Deng, Hao Su, Jonathan Krause, Sanjeev Satheesh, Sean Ma, Zhiheng Huang, Andrej Karpathy, Aditya Khosla, Michael Bernstein, Alexander C. Berg and Li Fei-Fei",classification;detection;localization,object;scenes,,images,category labels;bounding boxes;attribute annotations;localization line/shape coordinates,14197122,20000,"A large visual database designed for use in visual object recognition software research. Over 14 million URLs of images have been hand-annotated by ImageNet to indicate what objects are pictured; in at least one million of the images, bounding boxes are also provided.",www.image-net.org/,https://media.springernature.com/lw785/springer-static/image/art%3A10.1007%2Fs11263-015-0816-y/MediaObjects/11263_2015_816_Fig4_HTML.gif,ImageNet Large Scale Visual Recognition Challenge,"Russakovsky, O., Deng, J., Su, H., Krause, J., Satheesh, S., Ma, S., ... & Berg, A. C. (2015). Imagenet large scale visual recognition challenge. International Journal of Computer Vision, 115(3), 211-252.",IJCV,Stanford University;University of Michigan;MIT;UNC Chapel Hill,
169,Multiply Distorted Image Database (MDID),2017,"W. Sun, F. Zhou, Q. M. Liao",imaging/image processing,images,distortion,images,n/a,1620,,The Multiply Distorted Image Database (MDID) is a database to evaluate image quality assessment (IQA) metrics on multiply distorted images. The database contains 20 reference images and 1600 distorted images. ,http://www.sz.tsinghua.edu.cn/labs/vipl/mdid.html,http://www.sz.tsinghua.edu.cn/labs/vipl/ref-mdid.png,MDID: a multiply distorted image database for image quality assessment,"Sun, W., Zhou, F., & Liao, Q. (2017). MDID: a multiply distorted image database for image quality assessment. Pattern Recognition, 61, 153-168.",,Tsinghua University,
170,NPRgeneral,2016,David Mould and Paul L. Rosin,imaging/image processing,images,stylization,images,attribute annotations,20,,A benchmark image set to which image stylization methods can be applied.,http://gigl.scs.carleton.ca/benchmark_npr_general,http://gigl.scs.carleton.ca/sites/default/files/angel1024_thumb.jpg,A benchmark image set for evaluating stylization,"Mould, D., & Rosin, P. L. (2016, May). A benchmark image set for evaluating stylization. In Proceedings of the Joint Symposium on Computational Aesthetics and Sketch Based Interfaces and Modeling and Non-Photorealistic Animation and Rendering (pp. 11-20). Eurographics Association.",,Carleton University;Cardiff University,
171,NYU Symmetry Database ,2016,M. Cicconet and V. Birodkar and M. Lund and M. Werman and D. Geiger,recognition,images,symmetry,images,localization line/shape coordinates,239,,Database for 2D symmetry detection. The mirror symmetry database contains 176 single-symmetry and 63 multiple-symmetry images (.png files) with accompanying ground-truth annotations (.mat files). ,http://symmetry.cs.nyu.edu/,http://symmetry.cs.nyu.edu/I140.png,A convolutional approach to reflection symmetry,"Cicconet, M., Birodkar, V., Lund, M., Werman, M., & Geiger, D. (2017). A convolutional approach to reflection symmetry. Pattern Recognition Letters, 95, 44-50.",,New York University,
172,Audio-Visual Vehicle (AVV) Dataset,2012,"Wang, T. and Zhu, Z. (",recognition;classification,vehicle,,images;audio,category labels;localization line/shape coordinates,961,,"Ground level moving vehicle detection and classification under various challenging conditions (occlusions, motion blur, various perspective views).",http://vcipl-okstate.org/pbvs/bench/,,Real time vehicle detection and reconstruction for improving classification,"Wang, T., & Zhu, Z. (2012, January). Real time moving vehicle detection and reconstruction for improving classification. In Applications of Computer Vision (WACV), 2012 IEEE Workshop on (pp. 497-502). IEEE.",WACV,CUNY;The City College of New York,
